tracking_number,package_type,carrier,weight_kg,length_cm,width_cm,height_cm,volume_cm3,origin_city,origin_state,origin_zip,destination_city,destination_state,destination_zip,current_status,estimated_delivery,actual_delivery,special_handling,insurance_value,signature_required,description
USP744340531,Refrigerated,USPS,3.36,80.97,29.32,77.08,182991.03,personperson,Idaho,68548,person personperson,Montana,67782,PackageStatus.IN_TRANSIT,2025-05-14 19:16:11,,True,,True,"Refrigerated package weighing 3.36kg, dimensions: 80.97x29.32x77.08cm, volume: 182991.03cm³"
Ama332983903,Hazardous Materials,Amazon Logistics,10.25,84.29,78.19,97.97,645684.52,person personperson,Kansas,01958,person person,Hawaii,41371,PackageStatus.DELIVERED,2025-05-07 17:41:53,,True,,False,"Hazardous Materials package weighing 10.25kg, dimensions: 84.29x78.19x97.97cm, volume: 645684.52cm³"
UPS531803137,Fragile,UPS,29.94,28.49,22.22,84.68,53606.49,person personperson,North Carolina,85227,personperson,New York,20695,PackageStatus.OUT_FOR_DELIVERY,2025-05-07 23:29:18,,True,292.65,False,"Fragile package weighing 29.94kg, dimensions: 28.49x22.22x84.68cm, volume: 53606.49cm³"
DHL794867351,Priority,DHL,29.06,26.63,38.51,23.74,24345.88,personperson,Montana,86679,person person,Rhode Island,18241,PackageStatus.EXCEPTION,2025-05-16 13:16:37,,False,,False,"Priority package weighing 29.06kg, dimensions: 26.63x38.51x23.74cm, volume: 24345.88cm³"
Fed116630628,Hazardous Materials,FedEx,37.53,34.05,68.87,97.15,227819.03,person person,New Jersey,84292,person person,South Carolina,20231,PackageStatus.DELIVERED,2025-05-03 23:03:02,,True,1856.53,False,"Hazardous Materials package weighing 37.53kg, dimensions: 34.05x68.87x97.15cm, volume: 227819.03cm³"
USP423835008,Express,USPS,41.66,39.48,34.88,89.25,122902.82,person personperson,Delaware,40044,person person,Kansas,33962,PackageStatus.IN_TRANSIT,2025-05-05 14:52:05,,False,,False,"Express package weighing 41.66kg, dimensions: 39.48x34.88x89.25cm, volume: 122902.82cm³"
Fed107573092,Standard,FedEx,9.69,19.43,76.64,85.6,127468.26,person person,Georgia,92245,personperson,Tennessee,30281,PackageStatus.DELIVERED,2025-05-12 03:09:11,,False,4790.69,True,"Standard package weighing 9.69kg, dimensions: 19.43x76.64x85.6cm, volume: 127468.26cm³"
DHL387710663,Hazardous Materials,DHL,42.08,20.15,49.31,92.37,91778.51,person personperson,Oklahoma,75176,personperson,Nevada,66263,PackageStatus.DELIVERED,2025-05-07 09:41:14,,True,,False,"Hazardous Materials package weighing 42.08kg, dimensions: 20.15x49.31x92.37cm, volume: 91778.51cm³"
Fed78942660,Overnight,FedEx,32.54,76.96,93.05,88.81,635979.78,personperson,North Carolina,33881,person personperson,Alabama,86039,PackageStatus.IN_TRANSIT,2025-05-14 08:23:43,,False,,True,"Overnight package weighing 32.54kg, dimensions: 76.96x93.05x88.81cm, volume: 635979.78cm³"
Ama829254780,Fragile,Amazon Logistics,12.71,88.72,61.26,28.86,156853.73,person person,Washington,05285,person personperson,Nebraska,49811,PackageStatus.DELIVERED,2025-05-02 06:07:45,,True,,False,"Fragile package weighing 12.71kg, dimensions: 88.72x61.26x28.86cm, volume: 156853.73cm³"
DHL926693303,Overnight,DHL,17.95,36.24,58.05,80.41,169161.09,person person,West Virginia,64491,personperson,Virginia,20229,PackageStatus.IN_TRANSIT,2025-05-04 21:39:26,,False,,True,"Overnight package weighing 17.95kg, dimensions: 36.24x58.05x80.41cm, volume: 169161.09cm³"
USP426709942,Fragile,USPS,41.39,33.44,14.48,53.76,26031.19,personperson,New York,59305,person person,Connecticut,79699,PackageStatus.OUT_FOR_DELIVERY,2025-05-06 10:11:54,,True,,True,"Fragile package weighing 41.39kg, dimensions: 33.44x14.48x53.76cm, volume: 26031.19cm³"
Ama754484804,International,Amazon Logistics,5.14,96.69,54.82,24.83,131612.55,person person,Louisiana,43187,person personperson,California,59097,PackageStatus.DELIVERED,2025-05-16 11:35:14,,False,,True,"International package weighing 5.14kg, dimensions: 96.69x54.82x24.83cm, volume: 131612.55cm³"
DHL608363591,International,DHL,38.72,90.78,89.62,83.07,675832.9,personperson,South Dakota,78742,person personperson,Washington,64536,PackageStatus.OUT_FOR_DELIVERY,2025-05-08 10:30:10,,False,,True,"International package weighing 38.72kg, dimensions: 90.78x89.62x83.07cm, volume: 675832.9cm³"
DHL783470921,Overnight,DHL,35.38,22.4,42.42,80.81,76786.31,person person,Tennessee,17347,person person,Texas,16220,PackageStatus.PROCESSING,2025-05-15 10:15:56,,False,,False,"Overnight package weighing 35.38kg, dimensions: 22.4x42.42x80.81cm, volume: 76786.31cm³"
Fed972332527,Refrigerated,FedEx,13.89,49.17,62.18,82.0,250706.03,personperson,Delaware,47901,personperson,Oklahoma,29395,PackageStatus.IN_TRANSIT,2025-05-10 19:15:14,,True,,False,"Refrigerated package weighing 13.89kg, dimensions: 49.17x62.18x82.0cm, volume: 250706.03cm³"
USP114748231,Priority,USPS,3.19,75.31,18.91,16.5,23497.85,personperson,Massachusetts,46077,personperson,Arizona,50035,PackageStatus.OUT_FOR_DELIVERY,2025-05-13 17:32:40,,False,,True,"Priority package weighing 3.19kg, dimensions: 75.31x18.91x16.5cm, volume: 23497.85cm³"
UPS381116699,Overnight,UPS,24.19,45.82,79.52,73.39,267404.27,personperson,Maryland,56134,person person,Washington,29782,PackageStatus.IN_TRANSIT,2025-05-07 16:32:22,,False,,True,"Overnight package weighing 24.19kg, dimensions: 45.82x79.52x73.39cm, volume: 267404.27cm³"
DHL680290092,Express,DHL,28.67,58.28,28.99,68.96,116510.49,person personperson,Massachusetts,09242,person person,Nebraska,03890,PackageStatus.EXCEPTION,2025-05-11 23:20:24,,False,,True,"Express package weighing 28.67kg, dimensions: 58.28x28.99x68.96cm, volume: 116510.49cm³"
UPS794966004,Refrigerated,UPS,23.49,43.21,55.9,97.25,234901.44,person person,New York,53202,personperson,Massachusetts,92119,PackageStatus.OUT_FOR_DELIVERY,2025-05-07 11:06:45,,True,1993.18,False,"Refrigerated package weighing 23.49kg, dimensions: 43.21x55.9x97.25cm, volume: 234901.44cm³"
UPS602320428,Fragile,UPS,16.74,5.82,49.15,89.79,25684.7,personperson,Massachusetts,18717,person personperson,South Dakota,27107,PackageStatus.OUT_FOR_DELIVERY,2025-05-02 21:35:58,,True,405.04,True,"Fragile package weighing 16.74kg, dimensions: 5.82x49.15x89.79cm, volume: 25684.7cm³"
DHL779116845,Refrigerated,DHL,13.85,32.82,23.23,84.11,64126.19,person person,Colorado,10363,personperson,South Carolina,68564,PackageStatus.DELIVERED,2025-05-09 10:44:01,,True,,True,"Refrigerated package weighing 13.85kg, dimensions: 32.82x23.23x84.11cm, volume: 64126.19cm³"
DHL288652475,Fragile,DHL,47.07,10.49,81.62,89.85,76929.01,personperson,South Carolina,86715,person person,South Carolina,52263,PackageStatus.DELIVERED,2025-05-01 19:27:56,,True,2182.58,False,"Fragile package weighing 47.07kg, dimensions: 10.49x81.62x89.85cm, volume: 76929.01cm³"
DHL767620950,Hazardous Materials,DHL,14.58,99.59,32.1,97.13,310508.97,person person,Massachusetts,27962,personperson,Alaska,65033,PackageStatus.DELIVERED,2025-05-16 03:18:56,,True,,False,"Hazardous Materials package weighing 14.58kg, dimensions: 99.59x32.1x97.13cm, volume: 310508.97cm³"
USP463687520,Standard,USPS,19.31,50.33,82.13,88.22,364666.45,person person,Vermont,18566,personperson,Delaware,75602,PackageStatus.DELIVERED,2025-05-04 20:32:56,,False,2559.16,True,"Standard package weighing 19.31kg, dimensions: 50.33x82.13x88.22cm, volume: 364666.45cm³"
DHL105594423,International,DHL,25.58,98.05,46.9,24.77,113905.96,person personperson,Rhode Island,80359,person person,Massachusetts,99455,PackageStatus.DELIVERED,2025-05-03 19:51:14,,False,,False,"International package weighing 25.58kg, dimensions: 98.05x46.9x24.77cm, volume: 113905.96cm³"
USP411460657,Express,USPS,35.97,60.35,12.12,42.88,31364.23,person personperson,West Virginia,03502,personperson,North Carolina,84970,PackageStatus.OUT_FOR_DELIVERY,2025-05-10 20:15:34,,False,,True,"Express package weighing 35.97kg, dimensions: 60.35x12.12x42.88cm, volume: 31364.23cm³"
USP290127108,Standard,USPS,9.69,43.88,47.95,61.12,128599.29,personperson,Rhode Island,81879,person personperson,Kansas,64465,PackageStatus.DELIVERED,2025-05-07 16:15:18,,False,844.66,False,"Standard package weighing 9.69kg, dimensions: 43.88x47.95x61.12cm, volume: 128599.29cm³"
UPS990693908,Express,UPS,28.19,99.31,9.99,19.13,18979.0,personperson,Michigan,51741,person personperson,Connecticut,46866,PackageStatus.IN_TRANSIT,2025-05-16 12:25:32,,False,4931.79,True,"Express package weighing 28.19kg, dimensions: 99.31x9.99x19.13cm, volume: 18979.0cm³"
DHL802045323,Hazardous Materials,DHL,34.34,82.27,9.9,74.96,61052.9,person person,Missouri,76621,personperson,California,26240,PackageStatus.DELIVERED,2025-05-14 15:09:08,,True,2221.99,True,"Hazardous Materials package weighing 34.34kg, dimensions: 82.27x9.9x74.96cm, volume: 61052.9cm³"
Ama867074225,International,Amazon Logistics,7.43,86.61,56.05,43.97,213451.95,person personperson,Tennessee,26586,personperson,Washington,71883,PackageStatus.DELIVERED,2025-05-04 13:09:55,,False,596.85,False,"International package weighing 7.43kg, dimensions: 86.61x56.05x43.97cm, volume: 213451.95cm³"
Ama964355520,Overnight,Amazon Logistics,43.04,98.65,36.95,44.28,161405.8,person personperson,Oklahoma,62829,personperson,Pennsylvania,32736,PackageStatus.PROCESSING,2025-05-06 18:11:27,,False,,False,"Overnight package weighing 43.04kg, dimensions: 98.65x36.95x44.28cm, volume: 161405.8cm³"
USP190871227,Refrigerated,USPS,33.54,56.03,94.52,38.86,205800.83,person person,California,31119,personperson,Alabama,70520,PackageStatus.DELIVERED,2025-05-12 01:08:27,,True,,False,"Refrigerated package weighing 33.54kg, dimensions: 56.03x94.52x38.86cm, volume: 205800.83cm³"
UPS878196497,Priority,UPS,25.84,67.85,43.23,19.52,57255.2,personperson,California,24290,person personperson,Georgia,46848,PackageStatus.IN_TRANSIT,2025-05-17 08:15:45,,False,,False,"Priority package weighing 25.84kg, dimensions: 67.85x43.23x19.52cm, volume: 57255.2cm³"
USP742896511,Refrigerated,USPS,5.77,65.61,71.38,69.03,323284.18,personperson,Washington,29878,person person,Florida,73567,PackageStatus.OUT_FOR_DELIVERY,2025-05-10 20:55:43,,True,,True,"Refrigerated package weighing 5.77kg, dimensions: 65.61x71.38x69.03cm, volume: 323284.18cm³"
DHL412600805,Standard,DHL,17.17,43.17,29.37,27.0,34233.38,person person,Pennsylvania,34390,personperson,Maryland,90521,PackageStatus.DELIVERED,2025-05-03 22:42:32,,False,457.44,True,"Standard package weighing 17.17kg, dimensions: 43.17x29.37x27.0cm, volume: 34233.38cm³"
Ama855416179,Priority,Amazon Logistics,15.5,57.64,76.07,54.41,238570.16,personperson,New Hampshire,07374,person person,Arkansas,29821,PackageStatus.IN_TRANSIT,2025-05-10 04:01:51,,False,,False,"Priority package weighing 15.5kg, dimensions: 57.64x76.07x54.41cm, volume: 238570.16cm³"
Fed406745336,Express,FedEx,30.29,29.04,96.45,52.29,146459.48,personperson,Missouri,38346,person personperson,Hawaii,32096,PackageStatus.IN_TRANSIT,2025-05-04 13:47:06,,False,,False,"Express package weighing 30.29kg, dimensions: 29.04x96.45x52.29cm, volume: 146459.48cm³"
Ama784098692,Fragile,Amazon Logistics,10.81,83.91,95.02,12.43,99105.98,personperson,Idaho,36832,personperson,Colorado,66671,PackageStatus.EXCEPTION,2025-05-15 17:54:41,,True,2777.14,True,"Fragile package weighing 10.81kg, dimensions: 83.91x95.02x12.43cm, volume: 99105.98cm³"
UPS451091275,Standard,UPS,33.26,9.5,82.33,37.02,28954.64,person person,Iowa,22589,personperson,New Jersey,03201,PackageStatus.OUT_FOR_DELIVERY,2025-05-09 17:20:52,,False,,False,"Standard package weighing 33.26kg, dimensions: 9.5x82.33x37.02cm, volume: 28954.64cm³"
USP818845633,Fragile,USPS,30.02,73.77,94.62,32.27,225248.39,person personperson,Wyoming,30004,personperson,North Dakota,21059,PackageStatus.DELIVERED,2025-05-12 18:42:00,,True,590.03,True,"Fragile package weighing 30.02kg, dimensions: 73.77x94.62x32.27cm, volume: 225248.39cm³"
Ama662342959,Hazardous Materials,Amazon Logistics,1.88,17.99,78.96,8.71,12372.47,person personperson,Wyoming,55660,person personperson,Arizona,50628,PackageStatus.DELIVERED,2025-05-06 21:29:57,,True,2941.74,False,"Hazardous Materials package weighing 1.88kg, dimensions: 17.99x78.96x8.71cm, volume: 12372.47cm³"
UPS819001825,Fragile,UPS,38.91,80.77,33.23,58.63,157362.16,person personperson,Arizona,56557,person person,Idaho,30019,PackageStatus.OUT_FOR_DELIVERY,2025-05-05 11:19:43,,True,,False,"Fragile package weighing 38.91kg, dimensions: 80.77x33.23x58.63cm, volume: 157362.16cm³"
Ama893451974,Fragile,Amazon Logistics,45.63,83.94,37.62,43.87,138533.69,personperson,Louisiana,88200,person person,California,69916,PackageStatus.OUT_FOR_DELIVERY,2025-05-09 13:16:08,,True,4591.3,False,"Fragile package weighing 45.63kg, dimensions: 83.94x37.62x43.87cm, volume: 138533.69cm³"
USP190366753,International,USPS,3.68,91.87,83.33,82.67,632882.43,personperson,New Jersey,45892,person person,Maine,14447,PackageStatus.DELIVERED,2025-05-17 02:09:14,,False,,False,"International package weighing 3.68kg, dimensions: 91.87x83.33x82.67cm, volume: 632882.43cm³"
DHL836247193,Fragile,DHL,28.7,42.86,7.83,52.33,17561.62,person person,South Carolina,27912,person person,Oregon,85758,PackageStatus.IN_TRANSIT,2025-05-02 17:13:16,,True,,False,"Fragile package weighing 28.7kg, dimensions: 42.86x7.83x52.33cm, volume: 17561.62cm³"
USP218211902,Fragile,USPS,40.37,92.23,9.87,37.31,33963.67,person personperson,Rhode Island,75985,personperson,North Carolina,26035,PackageStatus.DELIVERED,2025-05-01 12:04:59,,True,,True,"Fragile package weighing 40.37kg, dimensions: 92.23x9.87x37.31cm, volume: 33963.67cm³"
USP231551420,Refrigerated,USPS,4.38,10.39,63.19,94.75,62207.55,person personperson,North Dakota,27878,personperson,Washington,64474,PackageStatus.OUT_FOR_DELIVERY,2025-05-11 17:50:05,,True,,True,"Refrigerated package weighing 4.38kg, dimensions: 10.39x63.19x94.75cm, volume: 62207.55cm³"
DHL621263920,Refrigerated,DHL,43.48,43.57,51.81,95.56,215713.48,person person,Oklahoma,12821,personperson,Arizona,36222,PackageStatus.OUT_FOR_DELIVERY,2025-05-09 16:14:16,,True,,False,"Refrigerated package weighing 43.48kg, dimensions: 43.57x51.81x95.56cm, volume: 215713.48cm³"
Fed222494462,Standard,FedEx,42.87,32.73,67.13,8.13,17862.95,personperson,New Mexico,17198,person personperson,Kansas,23395,PackageStatus.OUT_FOR_DELIVERY,2025-05-13 01:03:42,,False,1215.19,True,"Standard package weighing 42.87kg, dimensions: 32.73x67.13x8.13cm, volume: 17862.95cm³"
DHL8145876,Overnight,DHL,22.41,44.3,96.54,93.3,399018.16,person personperson,New Mexico,77441,personperson,Arizona,69918,PackageStatus.IN_TRANSIT,2025-05-02 03:25:03,,False,2464.13,True,"Overnight package weighing 22.41kg, dimensions: 44.3x96.54x93.3cm, volume: 399018.16cm³"
Fed384543119,Refrigerated,FedEx,33.08,73.56,70.84,90.77,473001.6,person person,New York,40758,personperson,Louisiana,33860,PackageStatus.DELIVERED,2025-05-06 05:50:32,,True,,True,"Refrigerated package weighing 33.08kg, dimensions: 73.56x70.84x90.77cm, volume: 473001.6cm³"
DHL292648803,Fragile,DHL,37.08,37.16,46.47,84.66,146193.02,personperson,Connecticut,12944,personperson,Florida,42651,PackageStatus.EXCEPTION,2025-05-12 04:17:44,,True,,True,"Fragile package weighing 37.08kg, dimensions: 37.16x46.47x84.66cm, volume: 146193.02cm³"
UPS452206519,International,UPS,22.49,92.93,74.68,59.79,414943.34,personperson,Washington,02180,person person,Montana,36202,PackageStatus.DELIVERED,2025-05-02 19:02:26,,False,,False,"International package weighing 22.49kg, dimensions: 92.93x74.68x59.79cm, volume: 414943.34cm³"
Ama68272353,Fragile,Amazon Logistics,32.05,7.05,49.86,70.31,24714.88,person person,Connecticut,86581,personperson,Virginia,95903,PackageStatus.OUT_FOR_DELIVERY,2025-05-09 18:52:21,,True,,False,"Fragile package weighing 32.05kg, dimensions: 7.05x49.86x70.31cm, volume: 24714.88cm³"
USP973247087,Fragile,USPS,19.63,53.08,13.58,52.76,38030.8,personperson,Vermont,02960,personperson,Ohio,08062,PackageStatus.OUT_FOR_DELIVERY,2025-05-14 14:58:44,,True,,True,"Fragile package weighing 19.63kg, dimensions: 53.08x13.58x52.76cm, volume: 38030.8cm³"
USP84212329,Overnight,USPS,28.99,50.65,66.55,96.88,326558.99,person person,New York,65548,person personperson,New Mexico,94657,PackageStatus.PROCESSING,2025-05-11 08:09:35,,False,,False,"Overnight package weighing 28.99kg, dimensions: 50.65x66.55x96.88cm, volume: 326558.99cm³"
Ama542770424,Hazardous Materials,Amazon Logistics,48.92,68.58,15.9,34.08,37161.58,personperson,Alabama,41269,person person,Florida,57578,PackageStatus.DELIVERED,2025-05-13 01:33:07,,True,1210.4,True,"Hazardous Materials package weighing 48.92kg, dimensions: 68.58x15.9x34.08cm, volume: 37161.58cm³"
USP110698867,Refrigerated,USPS,8.55,7.08,61.8,73.26,32054.47,personperson,Nebraska,77398,personperson,Alabama,95723,PackageStatus.IN_TRANSIT,2025-05-03 20:35:30,,True,2837.74,False,"Refrigerated package weighing 8.55kg, dimensions: 7.08x61.8x73.26cm, volume: 32054.47cm³"
Fed801389789,Fragile,FedEx,19.0,71.49,75.7,49.68,268857.88,personperson,Vermont,86034,person personperson,Georgia,39669,PackageStatus.OUT_FOR_DELIVERY,2025-05-13 00:37:10,,True,,False,"Fragile package weighing 19.0kg, dimensions: 71.49x75.7x49.68cm, volume: 268857.88cm³"
Fed379979419,Standard,FedEx,29.75,46.0,58.5,63.25,170205.75,person personperson,Maryland,77681,personperson,Utah,21297,PackageStatus.DELIVERED,2025-05-03 06:38:02,,False,,False,"Standard package weighing 29.75kg, dimensions: 46.0x58.5x63.25cm, volume: 170205.75cm³"
USP535577243,Standard,USPS,30.6,39.94,11.53,11.36,5231.37,personperson,Washington,65692,person person,Nebraska,02056,PackageStatus.DELIVERED,2025-05-14 00:37:04,,False,,False,"Standard package weighing 30.6kg, dimensions: 39.94x11.53x11.36cm, volume: 5231.37cm³"
DHL15002597,Hazardous Materials,DHL,37.67,98.09,86.68,78.1,664040.66,person personperson,Vermont,95191,personperson,California,51898,PackageStatus.DELIVERED,2025-05-06 09:24:32,,True,4509.59,False,"Hazardous Materials package weighing 37.67kg, dimensions: 98.09x86.68x78.1cm, volume: 664040.66cm³"
Fed23847084,Hazardous Materials,FedEx,2.22,50.93,94.63,99.88,481372.25,personperson,New Hampshire,54678,personperson,Texas,65387,PackageStatus.RETURNED,2025-05-13 15:00:38,,True,,False,"Hazardous Materials package weighing 2.22kg, dimensions: 50.93x94.63x99.88cm, volume: 481372.25cm³"
USP947829816,Fragile,USPS,48.11,52.66,32.26,18.08,30714.51,person person,Iowa,66859,person personperson,Colorado,96867,PackageStatus.DELIVERED,2025-05-15 19:20:57,,True,,False,"Fragile package weighing 48.11kg, dimensions: 52.66x32.26x18.08cm, volume: 30714.51cm³"
Fed3882618,International,FedEx,44.57,19.45,66.09,36.27,46623.29,personperson,Wyoming,24199,person person,Minnesota,05933,PackageStatus.DELIVERED,2025-05-14 14:35:21,,False,,True,"International package weighing 44.57kg, dimensions: 19.45x66.09x36.27cm, volume: 46623.29cm³"
USP547089314,Standard,USPS,30.2,53.77,51.52,76.64,212310.46,person person,North Dakota,65193,person person,Florida,68820,PackageStatus.OUT_FOR_DELIVERY,2025-05-13 12:19:41,,False,,False,"Standard package weighing 30.2kg, dimensions: 53.77x51.52x76.64cm, volume: 212310.46cm³"
Ama513935909,Priority,Amazon Logistics,4.6,76.85,28.96,52.53,116909.51,person person,Iowa,58078,person person,Hawaii,67112,PackageStatus.IN_TRANSIT,2025-05-15 22:22:29,,False,,True,"Priority package weighing 4.6kg, dimensions: 76.85x28.96x52.53cm, volume: 116909.51cm³"
Ama94104694,International,Amazon Logistics,37.14,53.15,63.84,11.57,39258.12,person person,Wisconsin,32821,personperson,Wisconsin,07215,PackageStatus.DELIVERED,2025-05-13 10:44:49,,False,,True,"International package weighing 37.14kg, dimensions: 53.15x63.84x11.57cm, volume: 39258.12cm³"
Ama822179175,Refrigerated,Amazon Logistics,1.07,11.85,14.05,11.12,1851.4,person personperson,Maine,80836,personperson,Connecticut,37989,PackageStatus.IN_TRANSIT,2025-05-10 16:48:26,,True,,False,"Refrigerated package weighing 1.07kg, dimensions: 11.85x14.05x11.12cm, volume: 1851.4cm³"
Ama361890043,International,Amazon Logistics,27.16,34.61,78.21,93.23,252359.45,person person,Montana,38315,person personperson,Washington,01232,PackageStatus.DELIVERED,2025-05-07 18:55:34,,False,684.02,False,"International package weighing 27.16kg, dimensions: 34.61x78.21x93.23cm, volume: 252359.45cm³"
DHL405557455,Standard,DHL,38.37,6.0,67.37,80.3,32458.87,person person,North Dakota,22439,person personperson,Pennsylvania,67310,PackageStatus.DELIVERED,2025-05-09 14:02:11,,False,,False,"Standard package weighing 38.37kg, dimensions: 6.0x67.37x80.3cm, volume: 32458.87cm³"
Fed908515672,Overnight,FedEx,30.73,66.09,27.91,20.67,38127.3,person person,Alabama,82105,personperson,Idaho,88804,PackageStatus.PROCESSING,2025-05-16 02:03:24,,False,1591.7,False,"Overnight package weighing 30.73kg, dimensions: 66.09x27.91x20.67cm, volume: 38127.3cm³"
Fed195052480,Express,FedEx,2.1,69.75,27.97,77.05,150317.42,person person,Alaska,44896,person person,Oregon,83649,PackageStatus.EXCEPTION,2025-05-04 13:21:06,,False,,False,"Express package weighing 2.1kg, dimensions: 69.75x27.97x77.05cm, volume: 150317.42cm³"
USP106253398,Overnight,USPS,7.91,31.29,66.16,35.47,73428.09,personperson,South Carolina,77697,person personperson,Vermont,55609,PackageStatus.PROCESSING,2025-05-15 20:02:34,,False,801.21,True,"Overnight package weighing 7.91kg, dimensions: 31.29x66.16x35.47cm, volume: 73428.09cm³"
DHL677595198,Standard,DHL,35.81,10.69,43.41,30.75,14269.63,personperson,New Mexico,37749,person person,Minnesota,57728,PackageStatus.DELIVERED,2025-05-14 20:52:19,,False,,False,"Standard package weighing 35.81kg, dimensions: 10.69x43.41x30.75cm, volume: 14269.63cm³"
UPS795610810,Standard,UPS,28.51,77.9,86.56,95.28,642475.33,person person,Hawaii,68512,person personperson,Iowa,62320,PackageStatus.EXCEPTION,2025-05-15 04:58:11,,False,,False,"Standard package weighing 28.51kg, dimensions: 77.9x86.56x95.28cm, volume: 642475.33cm³"
Fed459182692,Fragile,FedEx,12.37,79.14,48.19,31.32,119446.86,personperson,Virginia,10690,person person,North Dakota,01163,PackageStatus.DELIVERED,2025-05-01 18:24:19,,True,3293.05,True,"Fragile package weighing 12.37kg, dimensions: 79.14x48.19x31.32cm, volume: 119446.86cm³"
Fed196783373,Hazardous Materials,FedEx,26.76,33.15,66.25,53.07,116551.67,personperson,West Virginia,32464,person personperson,Kansas,88092,PackageStatus.DELIVERED,2025-05-02 07:56:48,,True,,False,"Hazardous Materials package weighing 26.76kg, dimensions: 33.15x66.25x53.07cm, volume: 116551.67cm³"
Ama13167424,Refrigerated,Amazon Logistics,44.17,61.57,36.95,96.81,220243.86,person personperson,Tennessee,56140,personperson,Utah,78542,PackageStatus.OUT_FOR_DELIVERY,2025-05-16 02:00:11,,True,,True,"Refrigerated package weighing 44.17kg, dimensions: 61.57x36.95x96.81cm, volume: 220243.86cm³"
UPS115806542,Refrigerated,UPS,5.33,79.95,11.03,58.64,51711.6,person person,Oregon,65938,personperson,Michigan,06800,PackageStatus.DELIVERED,2025-05-11 11:18:11,,True,,False,"Refrigerated package weighing 5.33kg, dimensions: 79.95x11.03x58.64cm, volume: 51711.6cm³"
Fed265444277,Refrigerated,FedEx,24.03,96.78,78.65,11.77,89590.26,personperson,Kansas,97902,personperson,Mississippi,67241,PackageStatus.OUT_FOR_DELIVERY,2025-05-07 08:21:13,,True,,True,"Refrigerated package weighing 24.03kg, dimensions: 96.78x78.65x11.77cm, volume: 89590.26cm³"
Ama504768458,Standard,Amazon Logistics,11.85,89.63,50.65,36.36,165065.66,person personperson,Michigan,67849,person person,Virginia,36074,PackageStatus.DELIVERED,2025-05-12 07:53:34,,False,,False,"Standard package weighing 11.85kg, dimensions: 89.63x50.65x36.36cm, volume: 165065.66cm³"
USP309447228,Overnight,USPS,27.11,70.29,22.92,80.39,129512.05,person personperson,New Mexico,91960,person personperson,Illinois,59481,PackageStatus.PROCESSING,2025-05-05 23:03:01,,False,,False,"Overnight package weighing 27.11kg, dimensions: 70.29x22.92x80.39cm, volume: 129512.05cm³"
DHL919976731,Hazardous Materials,DHL,20.07,19.26,44.12,94.62,80403.46,personperson,Florida,64541,personperson,West Virginia,46151,PackageStatus.DELIVERED,2025-05-07 11:37:41,,True,579.04,True,"Hazardous Materials package weighing 20.07kg, dimensions: 19.26x44.12x94.62cm, volume: 80403.46cm³"
Ama657082286,International,Amazon Logistics,33.68,86.94,20.61,22.04,39492.01,personperson,Oregon,14481,personperson,Washington,09887,PackageStatus.DELIVERED,2025-05-10 14:23:19,,False,,True,"International package weighing 33.68kg, dimensions: 86.94x20.61x22.04cm, volume: 39492.01cm³"
USP654787921,International,USPS,5.1,98.77,72.5,62.62,448410.86,personperson,New Hampshire,77725,person person,Michigan,65891,PackageStatus.DELIVERED,2025-05-08 06:42:26,,False,,True,"International package weighing 5.1kg, dimensions: 98.77x72.5x62.62cm, volume: 448410.86cm³"
Fed380795353,International,FedEx,11.07,31.69,97.71,14.0,43350.02,person personperson,Tennessee,85887,person personperson,Texas,07830,PackageStatus.DELIVERED,2025-05-15 21:37:01,,False,,True,"International package weighing 11.07kg, dimensions: 31.69x97.71x14.0cm, volume: 43350.02cm³"
UPS321552566,Express,UPS,30.27,21.31,55.79,63.41,75387.19,personperson,Kentucky,54582,personperson,Idaho,80367,PackageStatus.IN_TRANSIT,2025-05-08 16:39:09,,False,,False,"Express package weighing 30.27kg, dimensions: 21.31x55.79x63.41cm, volume: 75387.19cm³"
DHL927269190,International,DHL,22.42,30.96,19.01,63.42,37325.82,personperson,Kentucky,83141,person personperson,West Virginia,91169,PackageStatus.DELIVERED,2025-05-10 18:48:00,,False,,True,"International package weighing 22.42kg, dimensions: 30.96x19.01x63.42cm, volume: 37325.82cm³"
Ama760755933,Priority,Amazon Logistics,25.89,16.89,6.85,90.53,10474.0,person personperson,Maryland,28579,person personperson,South Carolina,93363,PackageStatus.OUT_FOR_DELIVERY,2025-05-16 07:34:36,,False,,True,"Priority package weighing 25.89kg, dimensions: 16.89x6.85x90.53cm, volume: 10474.0cm³"
DHL699197547,Standard,DHL,29.35,54.3,67.84,37.96,139833.71,personperson,Pennsylvania,01585,personperson,Texas,13496,PackageStatus.DELIVERED,2025-05-11 08:27:25,,False,,False,"Standard package weighing 29.35kg, dimensions: 54.3x67.84x37.96cm, volume: 139833.71cm³"
USP730930819,Fragile,USPS,29.19,10.47,34.3,95.01,34120.09,personperson,Connecticut,59839,personperson,Kansas,52189,PackageStatus.DELIVERED,2025-05-08 06:53:50,,True,,False,"Fragile package weighing 29.19kg, dimensions: 10.47x34.3x95.01cm, volume: 34120.09cm³"
